,Country Name,Year,Agriculture Value Added (Annual % Growth),Industry Value Added (Annual % Growth),Manufacturing Value Added (Annual % Growth),Service Value Added (Annual % Growth)
48,Indonesia,1963,-3.71208691773242,-4.96794871548511,-1.88679245212161,1.38787436156338
49,India,1963,2.33925222333417,9.44727459195285,9.45853324180497,5.51606111888306
50,"Iran, Islamic Rep.",1963,2.40852503573743,8.26391528452505,9.5462581025355,5.07189122230105
51,"Korea, Rep.",1963,9.56803005008346,14.8274506147222,16.036655211913,5.64466034880944
52,Sri Lanka,1963,5.83085632533556,3.51641249417646,3.28006394144128,0.411820765411974
53,Nicaragua,1963,14.0547579708337,10.3436490815791,19.0977522853089,7.26854627237978
54,Pakistan,1963,5.21113193099747,12.4095581208394,11.2043134417332,11.22126117298
55,Paraguay,1963,3.88476943522207,4.91707489616775,3.1722727701092,5.19854081190552
56,South Asia,1963,2.25668033277869,8.97217677971784,8.9403111317347,5.78377689950705
57,Singapore,1963,0.0952834683182431,15.5055501518986,16.6723636985131,9.83638946115465
58,South Asia (IDA & IBRD),1963,2.25668033277866,8.97217677971783,8.9403111317347,5.78377689950705
59,South Africa,1963,3.23991431631561,8.13581659699526,14.1312039882971,5.20688967945443
60,Bangladesh,1964,9.53832406059274,36.0536795447412,4.94076564755798,1.31683881401426
61,Bolivia,1964,2.03470974837614,6.70926516925053,8.91191708738923,3.19350471990913
62,Chile,1964,1.29443292674121,1.40112823738581,5.07711955730798,2.49700941896982
63,Costa Rica,1964,4.36711816663183,6.22290588722427,11.3778495049634,3.27205882276573
64,Ecuador,1964,0.501443575658044,14.6120783117606,16.3322282726239,8.18041366123026
65,France,1964,0.938818979195119,9.56982153434822,6.01332474436589,4.82168434624054
66,Guatemala,1964,0.338983050169972,10.5284928681598,6.32911393064757,6.0463088414735
67,Guyana,1964,-0.998008268145711,19.5277207119215,-7.16870190715595,10.3939667469638
68,Honduras,1964,6.22293276901527,2.39616777091871,4.28344627888416,5.1032871736697
69,Indonesia,1964,9.82604607766572,0.674536254232379,-1.37362637406555,2.30547550619305
70,India,1964,9.22427469483067,6.47926977162463,6.91475087632256,5.35196837614889
71,"Iran, Islamic Rep.",1964,-2.04258131715686,9.05720599320334,5.64819795588849,10.9029082239005
72,"Korea, Rep.",1964,15.9783724301389,10.0471918949064,9.74004606778544,1.34229874313397
73,Sri Lanka,1964,3.26200085572339,5.20243187603475,5.47481872052896,9.31995602638
74,Nicaragua,1964,16.0739647410941,11.2626817912293,12.2298342432358,6.82840309870001
75,Pakistan,1964,2.51776804886912,14.9319666641847,11.3662871147868,6.65798034487422
76,Paraguay,1964,2.27923530488827,4.46833243937566,4.89183955057177,5.18119115833066
77,South Asia,1964,8.41829224511248,9.0455064582932,6.99316030862627,4.85275776471059
78,Singapore,1964,-0.90433127082342,7.81708540488297,3.10554456895919,-6.44891768894796
79,South Asia (IDA & IBRD),1964,8.41829224511248,9.0455064582932,6.99316030862627,4.85275776471059
80,South Africa,1964,-11.4521195354601,11.0086102534108,15.7964388835419,5.87936864612524
81,Bangladesh,1965,-1.06644618532468,7.8859911398729,4.28042613349049,5.3373872074759
82,Bolivia,1965,5.57184752403845,10.2651838956975,9.22930545771057,1.33752950895727
83,Chile,1965,1.12314680652528,0.0553132640884968,4.41294713968232,2.082127829874
84,Costa Rica,1965,2.0474379057928,19.5892575034,20.2680673780226,9.5967044736919
85,Ecuador,1965,-1.1793166060578,10.5446030711393,15.8092094874111,2.72035094171683
86,France,1965,3.6363304112607,6.70838164959353,6.18129911331916,4.23757072443027
87,Guatemala,1965,1.19542619223871,5.82256668381413,8.1632653048721,5.6099508388459
88,Guyana,1965,8.67629347915629,9.38609508506407,18.2033866112028,11.7968190517756
89,Honduras,1965,15.7698619706871,2.99149163045847,3.60029590709443,6.08406788226432
90,Indonesia,1965,-3.55308219265329,1.6750418775833,-0.835654597740927,1.33802816967051
91,India,1965,-11.0421970858602,4.52537682753291,0.928714852725008,2.89010701168777
92,"Iran, Islamic Rep.",1965,7.6463031870972,16.9038797018503,11.7617107942982,18.4079377525331
93,"Korea, Rep.",1965,1.18419852203266,21.3098776831521,22.4437781109445,6.87847742217021
94,Sri Lanka,1965,-6.47433961393716,0.567963448223836,1.23172138513581,9.12631336534841
95,Nicaragua,1965,9.20563326759442,11.5329788649316,12.0549779483251,6.43154610488675
96,Pakistan,1965,5.2468438016132,11.1999925370124,9.92781637337066,12.9814553883506
97,Paraguay,1965,7.56961234588516,5.43381414108144,4.75969030717063,5.54197418592712
98,South Asia,1965,-8.55524752400795,5.10883734765397,1.86691238046551,5.06373512545817
99,Singapore,1965,-0.912584053794433,10.9427015593723,11.7851815017404,6.34045056205952
100,South Asia (IDA & IBRD),1965,-8.55524752400797,5.10883734765399,1.86691238046551,5.06373512545817
101,South Africa,1965,1.10977316366714,6.23083879220981,8.37162837162838,5.90599030577725
102,Argentina,1966,0.917483064264474,1.10973168809214,0.873654251140124,-1.52809485784033
103,Bangladesh,1966,2.59049439998398,-4.00791471855158,6.0524640944509,3.19378398935055
104,Bolivia,1966,3.66666668465476,8.96043444925547,12.369337962829,7.60869564582458
105,Botswana,1966,17.9150140581729,-4.4753761208792,-9.44305196881555,4.03213938281661
106,Chile,1966,20.8855760697356,7.64708384130711,12.5861852817562,10.1281632501574
107,Cameroon,1966,4.01847691395791,5.26836590386601,5.0898412397277,4.78488852280508
108,Colombia,1966,2.78926118611898,3.13130240922972,3.22665532771209,5.80462260118691
109,Costa Rica,1966,8.99024229918528,7.90400704477821,10.0753012063105,7.38283062413785
110,Early-demographic dividend,1966,1.29435965210205,5.90161652578904,4.60417494640517,3.6515316164754
111,Ecuador,1966,0.544941055704172,-2.14675129422099,2.46544118510168,0.644649243271374
112,Fiji,1966,1.13104742887332,12.5975199409849,-16.5590948026504,-7.15562499326603
113,France,1966,-0.353538142003117,6.27714473396888,7.7424046965521,4.80955255024196
114,Guatemala,1966,4.69953774993827,10.1272476675512,10.4297693888146,5.16011136536201
115,Guyana,1966,-6.83626411111071,5.9521867592623,-1.80038637065498,7.05971935097519
116,Honduras,1966,8.12003559239301,1.78314584656445,4.01370361503115,5.50333303435637
117,Indonesia,1966,4.79360852061892,1.81219110476545,1.96629213642228,0.0694926989293236
118,India,1966,-1.42257922345937,3.56827910757262,0.787532123765473,3.13535655573143
119,"Iran, Islamic Rep.",1966,3.58554317951216,12.1103145193803,15.3530751708434,8.40457704682041
120,"Korea, Rep.",1966,8.85779204385616,17.8163935034594,18.4441451369332,11.1386402757865
121,Sri Lanka,1966,1.76983934049201,8.16834698791196,8.10678699086631,3.20192796955305
122,Mexico,1966,2.28324616164576,8.70887345354727,7.41622412931125,5.82139524756624
123,Nicaragua,1966,-2.59457797807188,13.5094976061779,4.98014269975722,2.90241673762863
124,Pakistan,1966,0.452781366439268,8.02150088109042,8.59419454316934,14.4479290456976
125,Paraguay,1966,-2.35869863194942,4.28388391412211,2.14005219238507,0.87795961321855
126,South Asia,1966,-0.62568403693048,3.35326837100939,2.1586983711161,4.74242696316192
127,Singapore,1966,17.9835191468735,10.6895214780505,14.0442297915608,9.48052515271678
128,El Salvador,1966,1.9528907073247,13.0240620995718,11.3556417921164,5.64504024038672
129,South Asia (IDA & IBRD),1966,-0.625684036930494,3.35326837100938,2.1586983711161,4.74242696316192
130,South Africa,1966,7.86661516673104,4.27082468233534,7.32079646017698,3.75523313164578
131,Zambia,1966,2.50521906794125,-3.28764436065421,19.8044074103767,-9.3378531824374
132,Argentina,1967,2.54551932799015,4.23108006804362,5.54294184827187,2.54109364086739
133,Bangladesh,1967,-2.69353364069664,-13.3219530493412,-0.0286406560610573,6.01451468799097
134,Bolivia,1967,-2.94748128038546,11.961552149657,4.10852714770715,6.66185667624045
135,Botswana,1967,10.3004174980008,5.77961227255462,9.09093622925224,3.5131987390542
136,Chile,1967,2.75225611502759,2.68431188086799,2.8663686831665,4.59486338358252
137,Cameroon,1967,6.30550472602003,1.29907391643165,1.9436741297317,-23.5801729263384
138,Colombia,1967,7.08752601963725,7.43692289627383,6.54377880455583,2.86904581744858
139,Costa Rica,1967,7.86641182883221,7.04958171878489,6.56724586038975,4.10526770854113
140,Denmark,1967,3.61969598884937,5.2619847227912,3.39011020610359,3.51285133493835
141,Early-demographic dividend,1967,7.45556014780178,6.0028383792595,5.18375957643752,4.6583263196264
142,Ecuador,1967,3.27174969099421,8.68075230995488,5.06946248807323,2.27165955957925
143,Fiji,1967,0.559184513968262,13.1538923829612,53.8659418911557,21.6314517229769
144,France,1967,7.91837923632544,4.98830690712524,3.39213260225468,5.02510936164917
145,Guatemala,1967,0.0981113600031307,8.53306783844275,8.4005695311775,4.98929515252699
146,Guyana,1967,3.21917426790527,7.12139206623559,4.35940253097581,3.37934915589516
147,Honduras,1967,3.8911559640616,18.4797973643827,5.60000131375638,2.75016521832588
148,Indonesia,1967,-1.69419737384614,3.07443365388112,3.30578512368704,5.69444444677607
149,India,1967,14.8708722422328,3.34143816880345,0.386576743899099,3.67412025278202
150,"Iran, Islamic Rep.",1967,7.96448132825245,12.1292997650053,13.349131121643,10.8390438114009
151,"Korea, Rep.",1967,-5.06079581221218,22.01933536677,23.5148173673329,12.9036971478191
152,Sri Lanka,1967,8.93165616227736,8.9301122239124,8.50962440148592,1.16392134104512
153,Mexico,1967,1.26642017963449,7.40226088370891,5.88622082309975,5.91572066549189
154,Nicaragua,1967,7.53772244667732,4.12845727729103,13.9537997941941,3.55187852208716
155,Pakistan,1967,5.48400945467566,3.55980859849483,5.66037741526948,0.737031088222267
156,Paraguay,1967,5.08471889574255,12.1838832335003,12.2766781929396,6.15323952209208
157,South Asia,1967,11.8956950459166,2.16383187782856,1.16218651397534,3.51268843016651
158,Singapore,1967,3.73870172555463,14.7898031793115,14.8835395074111,13.2102274929251
159,El Salvador,1967,5.76534977925895,6.11571546280707,8.36187260583621,4.88568592306497
160,South Asia (IDA & IBRD),1967,11.8956950459166,2.16383187782856,1.16218651397533,3.51268843016651
161,South Africa,1967,25.0059680114586,2.95117801539418,7.60683584489476,6.24261922006562
162,Zambia,1967,-0.488795102666344,4.69764542322049,17.1938676038424,12.931269525153
163,Argentina,1968,-4.25536637331477,9.4742084109032,5.63434681625927,1.84047798004931
164,Bangladesh,1968,10.2706721434241,18.4028292346179,14.7112849550163,-0.328984944498785
165,Bolivia,1968,6.07399227669094,6.00953898008112,2.53164556007503,11.3190529766836
166,Botswana,1968,17.509716275992,-8.30046957276235,-9.31377839897682,12.1782873778943
167,Chile,1968,5.06696339855191,4.06259317850486,3.2380274945117,3.30372409105691
168,Cameroon,1968,5.26315823700132,12.0405630860787,13.6489957861825,-42.251356460497
169,Colombia,1968,6.28379365562573,5.03626659331391,6.44003533830097,5.36344755845465
170,Costa Rica,1968,9.02732444285431,13.0563232633555,13.5447425848752,6.06450541712498
171,Denmark,1968,2.15302711599024,7.84792260118658,9.27550317893393,3.76887590967591
172,Early-demographic dividend,1968,2.30984367288474,8.58089431003029,6.40319928900175,6.46979201503028
173,Ecuador,1968,-2.98668652562118,1.11257649159346,1.44770161484405,3.41239580008967
174,Fiji,1968,6.95086341578084,9.79762414046952,4.35507918521472,4.24200850175784
175,France,1968,4.5850264660299,4.14800252244241,6.80314151734514,7.23319616318081
176,Guatemala,1968,10.806174956881,7.08881175745071,11.5586690014672,9.2746180305767
177,Guyana,1968,-6.66214374342235,6.86507286895532,-2.69032047436255,-0.717054913789354
178,Honduras,1968,7.21582464329052,6.65394753226771,5.25846588208347,5.08920610878081
179,Indonesia,1968,9.95260663461006,17.8963893264088,8.79999999982515,9.46123521842304
180,India,1968,-0.158278985114251,4.72612546419215,5.53871364240838,4.41719590422576
181,"Iran, Islamic Rep.",1968,9.5202836191667,16.1042786032153,14.1114982578386,11.2763820520182
182,"Korea, Rep.",1968,0.122140601280734,22.9618932012281,22.5951344715992,15.9781101517869
183,Sri Lanka,1968,6.04521084055403,15.678241692113,15.4606175478529,6.1152697232054
184,Mexico,1968,1.87730471916933,7.95701892875775,7.92842521614131,10.6443768335735
185,Nicaragua,1968,-4.22617924748371,-0.694080802578696,4.86515071814533,4.57982439567022
186,Pakistan,1968,11.7305931486947,5.10072081476829,6.37400796976691,3.08601445311405
187,Paraguay,1968,-0.820939555914208,1.64321806616283,3.85216748863068,6.78756441055164
188,South Asia,1968,2.00923919189964,6.16820105233849,6.89634736348516,3.24568883893275
189,Singapore,1968,8.35643564356437,18.7583256150325,19.3044574865402,12.9578704811316
190,El Salvador,1968,1.79319976115202,2.18476496187705,4.40673673952907,4.44355446507639
191,South Asia (IDA & IBRD),1968,2.00923919189964,6.16820105233849,6.89634736348516,3.24568883893275
192,South Africa,1968,-11.96648524778,4.75062751435547,5.40431809038486,7.70940824368529
193,Zambia,1968,0.818660074797009,-0.620006300825409,11.5803278447765,2.77512291559918
194,Argentina,1969,4.44449595985373,11.5461698030809,11.5484562712365,8.82798491710213
195,Bangladesh,1969,0.972407134817274,6.02249561461936,3.1522147796895,7.65782922462573
196,Bolivia,1969,-9.37011969691362,7.16856626332233,7.77051559589412,8.04132064450978
197,Botswana,1969,1.05960763505102,114.036612078717,-4.59460984808541,-4.29846829994325
198,Chile,1969,-11.7747182083322,3.79677810040025,2.68412144390027,6.2580738947341
199,Cameroon,1969,5.43651042502422,6.53426845241117,13.4802922539722,-4.15955363290487
200,"Congo, Dem. Rep.",1969,0.492545373900199,13.8332436849748,10.6689439645029,7.08367898922748
201,Colombia,1969,3.54461707735427,7.79934853523126,6.9772267466152,6.8094088283635
202,Costa Rica,1969,10.3926097007007,6.18730506434481,7.07824513869954,3.09173450002633
203,Denmark,1969,2.35934124414561,6.07677702140425,6.89143061008031,6.75220354311392
204,Dominican Republic,1969,17.0528625733614,15.2363293465603,19.029024461273,6.63507869185081
205,Early-demographic dividend,1969,3.72454492988872,9.37523685353521,9.05943996414804,5.41259164658085
206,Ecuador,1969,3.50020737207102,6.14919851982356,8.74441305095297,4.70711736582112
207,Fiji,1969,-3.37953622970181,-9.89329710915746,-19.7431593147378,15.1825861403474
208,France,1969,-2.27346360909581,6.65085296091132,8.66506625079701,6.90661030828026
209,Guatemala,1969,2.36620964184613,6.5731035565275,7.26059654876738,4.66004260375411
210,Guyana,1969,9.72827941571506,8.62022343776462,6.68376842743304,3.3570560012414
211,Honduras,1969,-3.90863603146695,0.626117568623428,3.00592781270559,5.08190896546124
212,Indonesia,1969,1.92006269537764,18.5086551225861,14.2156862743719,9.06362544736845
213,India,1969,6.42751614392773,7.29374060714711,10.7289806625213,4.96113934067407
214,"Iran, Islamic Rep.",1969,1.25034313534891,18.4349751215779,12.1526717557263,10.8446710553773
215,Iraq,1969,0.170990566037801,3.18431752446673,14.0900195694717,3.49057351920969
216,"Korea, Rep.",1969,9.04741987765985,20.598934317782,17.4658079785176,14.2949145085236
217,Sri Lanka,1969,1.31591952879744,10.2909069931962,10.2383541035259,4.2526215622769
218,Mexico,1969,1.1348405778499,7.68171353860774,7.04084286724904,2.64819558566374
219,Nicaragua,1969,14.0614050578799,3.10741566679702,7.37939148986439,3.02760659508738
220,Pakistan,1969,4.51648149989232,11.9746790436487,8.62671947113405,5.62329390063312
221,Paraguay,1969,2.35673348917169,5.3202878931891,4.54164793402599,5.12924307759697
222,South Asia,1969,5.64078225561764,7.66140195008033,9.81885555719143,5.55511856633643
223,Singapore,1969,5.48245614035088,18.5836348708228,22.7670041061918,12.3673098051116
224,El Salvador,1969,3.68122586904195,2.29132813896918,0.739337901308204,4.16645939605587
225,South Asia (IDA & IBRD),1969,5.64078225561764,7.66140195008033,9.81885555719143,5.55511856633643
226,Turkiye,1969,-1.21968759964936,9.31529332890013,11.6999997705967,5.60369331988659
227,"Venezuela, RB",1969,10.3363312589261,-3.9108316559532,2.7095860522551,6.2313305134368
228,South Africa,1969,4.7560942541826,5.88325804108865,10.0090876045074,5.13567793172926
229,Zambia,1969,1.33983086898822,6.43572657884451,1.05344668723173,-5.92089349413673
230,Argentina,1970,-9.2908948754818,-0.93025074280439,-2.57170830552745,10.5888875457106
231,Bangladesh,1970,5.42276930072293,0.73767231344037,3.54830801762611,-1.11166713686777
232,Bolivia,1970,4.36530723171877,4.17016513789825,5.3908356074127,6.22422196948153
233,Botswana,1970,-1.70380863936521,70.5105616920575,19.8300603840165,-3.82800217416047
234,Chile,1970,3.19399785619296,1.90196339538846,1.97943257249446,2.39197002809102
235,Cameroon,1970,4.89273597858113,-1.30317814908581,3.02373162802591,20.0264124513573
236,"Congo, Dem. Rep.",1970,-13.4602400579011,18.9799242899084,-7.73476270254884,-25.7938974193377
237,Colombia,1970,3.43257024211998,5.00265905863557,6.33142598370462,8.52755499758703
238,Costa Rica,1970,4.10661707567814,8.89894419847626,9.42977824710101,8.49973426479377
239,Denmark,1970,-19.6721243125299,4.79735757460718,4.43470307377206,0.232296747246366
240,Dominican Republic,1970,30.1721629630374,9.22550418128442,18.4933898539665,22.7605262396447
241,Early-demographic dividend,1970,4.48460928978216,11.8568819462626,5.59288111178395,7.00047509553497
242,Ecuador,1970,4.09890553563021,8.26087731636053,16.0305020160485,7.17034837624038
243,Fiji,1970,8.60985013675246,9.68782191838122,13.9999926967897,16.8379884805309
244,France,1970,2.14610058023064,8.8570016087387,9.02918614705439,5.99567058113983
245,Guatemala,1970,5.78958738777553,3.08966504306103,3.51262348640321,7.11519570988793
246,Guyana,1970,-1.85064940580276,5.42592692403707,4.38399912763663,5.93274051192856
247,Honduras,1970,-4.41083381655176,4.22222172437019,17.9613641707452,6.96405007278085
248,Indonesia,1970,4.0753556343905,14.0449438222431,9.65665236019045,9.35608145617957
249,India,1970,7.09216539598346,0.348007684950886,2.34873448884095,4.72812920459431
250,"Iran, Islamic Rep.",1970,3.34213247098273,12.2535475821727,8.68499863871446,10.1425682001804
251,Iraq,1970,9.08823356289348,1.09836786375199,15.7804459691251,6.85741422304551
252,"Korea, Rep.",1970,-0.713572256182829,13.9291042278406,16.0176682552598,13.7037161012458
253,Sri Lanka,1970,4.08883900573527,9.29710977772926,9.03567737541189,1.63076022188638
254,Mexico,1970,4.16107864057452,6.81766096757022,7.33084876186551,6.66605638446325
255,Nicaragua,1970,-7.18824997902283,2.86954004184543,9.36391149832885,7.35869475946151
256,Netherlands,1970,10.6039330277914,3.00980222802809,3.48935323129631,7.82844901968667
257,Pakistan,1970,9.54870187276013,15.2481156019324,11.3329040446474,7.02963472776943
258,Paraguay,1970,1.85341977980833,3.71906728843894,3.05463476758008,7.62368915954683
259,South Asia,1970,7.16380821634127,1.89815682438015,3.57698624748524,3.79389902696923
260,Singapore,1970,3.74220374220373,20.9802982664405,21.5352518462099,11.4764857165606
261,El Salvador,1970,6.55729007031434,3.65155361998346,3.73916471863058,1.28453246893923
262,South Asia (IDA & IBRD),1970,7.16380821634127,1.89815682438015,3.57698624748524,3.79389902696923
263,Turkiye,1970,2.83511990885461,3.70230315927098,1.59999872560014,4.26307122919727
264,"Venezuela, RB",1970,4.50095781687988,12.8724302948611,12.6886203223023,0.564164719599319
265,South Africa,1970,-6.64975539046929,5.90764389830869,6.63395399298385,6.09006766741854
266,Zambia,1970,4.24679928160801,-2.17489758012725,8.03092743858569,10.7386904056115
267,Argentina,1971,1.57361609284334,6.3292660113858,6.1659817480087,4.94953594908509
268,Burkina Faso,1971,1.15636493755279,3.99684693771263,2.99122252383765,0.343894584494336
269,Bangladesh,1971,-4.50809822326242,-19.6383561732087,-16.2839037036421,-6.7931819538764
270,Bolivia,1971,3.6963169795895,7.27926381390741,3.58065379401155,5.14244972442508
271,Brazil,1971,10.1541779999999,11.8106193834632,11.8599999999997,11.196668879484
272,Botswana,1971,25.866676259129,23.7140047838094,26.2411673804906,28.1758603187344
273,Chile,1971,-1.09680099683219,9.91690041745682,13.5770683148284,9.98552930102457
274,Cameroon,1971,1.29170821411633,12.0570746444999,13.6269392402188,2.82650953945125
275,"Congo, Dem. Rep.",1971,2.70750749385638,7.09933291127128,5.67568359847368,-20.8650033102996
276,Colombia,1971,0.816504692277277,7.0917985610612,8.53107945990692,9.26108304643525
277,Costa Rica,1971,4.614468592598,10.0160373175539,8.1057608802537,6.24190896227392
278,Denmark,1971,18.5893593492027,3.98517160840737,2.5633211124954,3.24239539759385
279,Dominican Republic,1971,5.36163900109744,17.847632489164,12.9489479456808,9.79821725082108
280,Early-demographic dividend,1971,0.949846269724034,7.83435674268117,4.88961709764055,5.49631190741697
281,Ecuador,1971,-0.78998357359626,16.76758386776,2.38098424876834,2.22509400683781
282,Fiji,1971,-5.45003409051199,0.0,-8.59649194608831,17.2957718133187
283,France,1971,-0.266491464583765,7.54867666640244,6.85626444411265,4.63029091856578
284,Guatemala,1971,7.06555032895066,5.80423153414182,7.17568045404245,5.05755900296521
285,Guyana,1971,11.0595207298007,-0.969326671220401,4.87042007955498,5.68952726689187
286,Honduras,1971,9.04255341228743,2.98507565151236,6.62020886191121,1.27658875640483
287,Indonesia,1971,3.80495013000979,11.3300492617239,13.5029354217198,9.20986411564377
288,India,1971,-1.87736673566218,2.50995125294872,3.26757090528113,3.87723389066072
289,"Iran, Islamic Rep.",1971,-0.63571841378247,14.9041387237765,16.1322645290578,14.7705097715191
290,Iraq,1971,3.96589866724209,9.05066603622035,16.4444444444449,3.31745444406826
291,"Korea, Rep.",1971,5.52345233879534,13.1560650253499,17.5316434558995,11.9051766224017
292,Latin America & Caribbean (excluding high income),1971,5.07946897532801,6.274863313502,6.94095484596224,7.40382474584085
293,Latin America & Caribbean,1971,5.02832997928894,6.49422602462954,7.16128979819706,7.51253513596646
294,Sri Lanka,1971,-2.57225445636695,0.14196789278877,0.307099842768025,1.90565298514822
295,Lesotho,1971,-9.33354122434018,11.8129893182034,3.79381571386416,0.0
296,Mexico,1971,5.82523532814446,1.29603224996488,2.88207745182663,4.97933968703286
297,Malaysia,1971,1.44432618558159,8.83007963083389,12.5903065703226,6.65923553195893
298,Nicaragua,1971,3.8290478107557,3.06117885033956,4.76179116346711,2.38743120369207
299,Netherlands,1971,12.2741124384246,0.823633410947224,2.51127297632753,6.72575491027969
300,Norway,1971,5.24475524475525,4.16672590023173,2.34117219394889,4.65636942889063
301,Pakistan,1971,-3.06982662177504,6.39051640396427,6.43917485056151,2.54346427518703
302,Panama,1971,7.78001509228312,12.4087557574934,6.36291952739462,9.04220726213489
303,Paraguay,1971,6.76549812080791,5.11857592451813,3.21619061101043,5.89510877290218
304,South Asia,1971,-2.18689027526807,1.00893450162086,1.68610216711681,1.34083722751861
305,Saudi Arabia,1971,3.93825735718407,17.4589675483445,1.95527708760939,9.08157587311878
306,Sudan,1971,3.99664315262744,-2.72561415600585,-3.33499608849665,1.07429961398428
307,Singapore,1971,10.6212424849699,16.5756686604545,18.4277929155313,11.5573762490212
308,El Salvador,1971,3.17841360254845,4.55264365458667,4.00343716280372,3.67424614741796
309,Latin America & the Caribbean (IDA & IBRD countries),1971,4.90990369971564,6.45043053021841,7.13130213254756,7.51253513596646
310,South Asia (IDA & IBRD),1971,-2.18689027526807,1.00893450162086,1.6861021671168,1.34083722751861
311,Turkiye,1971,5.1744168952394,6.14877935802673,8.70000073667801,6.94778172120752
312,"Venezuela, RB",1971,2.60203984508274,-0.79884293737274,4.20116868297302,6.5286389616151
313,South Africa,1971,18.7666370896185,2.16757744680307,6.3565515139934,4.8909090909091
314,Zambia,1971,2.42121559581196,1.97096472146865,11.686879319381,-2.21641774110556
